Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Target
6,Yes,7,0,0.8502352941176471
9,Yes,5,5,0.9684782608695652
3,No,5,8,0.6396923076923077
9,No,9,2,0.9649367088607594
4,Yes,4,6,0.8485714285714285
7,No,7,3,0.8721428571428571
9,Yes,4,0,0.9687096774193548
2,No,5,6,0.5518032786885246
2,No,6,0,0.6092307692307692
9,Yes,4,3,0.9046551724137931
3,Yes,4,8,0.7514457831325302
9,No,6,4,0.9780722891566265
5,Yes,7,6,0.8403488372093023
6,No,7,6,0.86
2,Yes,4,2,0.7107692307692308
8,No,6,7,0.9495918367346938
9,No,9,0,0.9768
2,No,4,3,0.6104999999999999
6,Yes,6,9,0.8538749999999999
6,Yes,5,3,0.8409677419354838
8,Yes,9,1,0.9444827586206896
5,Yes,6,5,0.7615384615384615
9,No,4,0,0.8948076923076922
1,Yes,8,2,0.6996
9,Yes,7,8,0.9742857142857143
7,Yes,4,9,0.928125
4,No,6,5,0.7310769230769231
3,Yes,9,1,0.66
6,Yes,9,8,0.781578947368421
1,No,6,1,0.49500000000000005
3,No,7,6,0.5866666666666667
2,No,4,0,0.44000000000000006
9,No,9,4,0.9658536585365854
3,No,9,6,0.7212857142857143
2,No,8,2,0.6501492537313432
4,No,5,3,0.6108510638297872
2,Yes,8,4,0.6697058823529413
1,No,5,2,0.6104999999999999
6,No,9,5,0.7778571428571429
8,No,5,2,0.9378947368421053
2,No,4,7,0.7734375
9,No,9,6,0.9450000000000001
3,Yes,9,0,0.6914285714285714
8,Yes,5,1,0.9287628865979382
8,Yes,6,3,0.94
3,Yes,5,4,0.7675280898876404
3,Yes,5,9,0.7524
6,Yes,7,3,0.7778571428571429
1,Yes,7,3,0.7022093023255813
4,No,4,8,0.7323287671232878
1,No,4,3,0.2897560975609756
3,No,6,3,0.7577777777777778
9,No,7,3,0.9428571428571428
5,No,8,1,0.8178260869565216
5,No,4,7,0.6951063829787234
4,Yes,4,3,0.7724175824175824
3,No,7,4,0.5595652173913044
5,No,7,7,0.7570588235294118
4,No,6,3,0.7552577319587629
8,Yes,7,4,0.9558620689655173
4,Yes,5,4,0.6853846153846154
8,Yes,9,5,0.9013432835820895
6,No,8,6,0.8250000000000001
5,No,9,2,0.8032075471698114
4,No,5,9,0.7737931034482759
4,Yes,5,2,0.7980612244897959
4,Yes,9,8,0.7471698113207548
9,No,5,0,0.8721428571428571
4,Yes,4,9,0.8008988764044943
9,No,9,7,0.9754411764705884
6,Yes,5,9,0.93
7,Yes,4,2,0.9048387096774193
3,Yes,7,4,0.5720000000000001
8,No,8,2,0.9450000000000001
3,Yes,8,9,0.7185483870967742
1,No,5,0,0.605820895522388
5,No,8,9,0.7284905660377359
2,No,4,4,0.5230188679245283
6,Yes,7,7,0.8054237288135594
9,Yes,5,4,0.8757692307692307
1,Yes,6,3,0.5700000000000001
4,No,9,8,0.87
1,Yes,8,0,0.6689189189189189
1,Yes,8,4,0.7424999999999999
8,No,5,0,0.9274736842105263
2,No,9,5,0.45878048780487807
1,No,9,9,0.6930000000000001
8,Yes,8,8,0.9664285714285713
4,Yes,8,1,0.7518987341772151
3,No,6,3,0.7624137931034484
4,Yes,9,7,0.7857142857142857
5,No,4,2,0.7570588235294118
1,Yes,5,6,0.40071428571428575
1,No,5,6,0.7189285714285714
3,Yes,6,1,0.5065116279069767
6,No,6,9,0.8787640449438202
1,No,4,3,0.3621951219512195
2,No,7,0,0.5705084745762713
7,Yes,5,7,0.8835483870967741
1,Yes,9,9,0.7640217391304348
7,Yes,8,9,0.8616666666666667
4,No,4,8,0.7875
6,No,5,0,0.8087323943661971
8,No,9,6,0.9044444444444444
9,No,4,0,0.8415
6,No,7,0,0.8485714285714286
9,No,9,8,0.9766216216216216
4,No,5,9,0.792
6,No,8,9,0.7317391304347827
8,No,9,5,0.9428571428571428
9,Yes,5,0,0.9328846153846153
3,No,4,6,0.77625
2,Yes,7,2,0.396
6,No,9,9,0.8592452830188679
4,Yes,4,3,0.7279411764705882
1,No,4,3,0.6838144329896908
8,Yes,6,7,0.8721428571428571
9,No,4,0,0.9084705882352941
9,No,9,7,0.9742857142857143
2,No,7,8,0.4455
9,Yes,8,6,0.9444827586206896
7,No,6,0,0.8485714285714285
5,Yes,4,6,0.6853846153846153
7,Yes,9,5,0.8448
9,Yes,5,4,0.9693749999999999
8,Yes,6,4,0.8966037735849056
6,Yes,7,0,0.8316
4,No,5,5,0.6263265306122449
1,Yes,7,3,0.6767088607594937
6,Yes,5,0,0.734516129032258
3,Yes,8,7,0.7090540540540541
6,Yes,7,7,0.9057446808510639
6,No,5,3,0.7317391304347827
4,No,7,6,0.8066666666666666
2,No,6,2,0.7090540540540541
9,Yes,7,7,0.7726829268292683
2,Yes,9,6,0.5866666666666667
3,Yes,7,4,0.53625
1,No,5,4,0.6791860465116278
7,Yes,7,8,0.7955357142857143
1,No,8,5,0.6853846153846155
9,Yes,4,5,0.9682417582417582
1,Yes,6,1,0.6078947368421052
5,No,9,4,0.7333333333333334
7,Yes,5,3,0.8510526315789473
3,No,7,9,0.7228571428571429
9,Yes,7,2,1.0059677419354838
8,No,7,8,0.8347058823529412
3,Yes,6,6,0.7025806451612903
5,Yes,9,3,0.7919999999999999
7,Yes,4,8,0.8072307692307693
4,Yes,8,8,0.6740425531914894
5,Yes,9,6,0.8321739130434781
3,No,8,4,0.678082191780822
9,No,9,8,0.9417073170731708
9,Yes,5,6,0.9225
7,No,4,8,0.8627142857142857
2,No,4,2,0.67375
7,No,6,8,0.8941935483870966
7,No,9,0,0.7367441860465116
5,Yes,7,4,0.7040000000000001
9,No,4,1,0.9580645161290322
3,No,9,0,0.7896428571428572
4,Yes,7,2,0.7851724137931035
1,Yes,6,6,0.6760975609756098
6,Yes,9,2,0.8721428571428571
4,Yes,9,9,0.5897872340425533
1,Yes,5,9,0.66
2,Yes,9,8,0.5330769230769231
3,Yes,5,2,0.4455
9,Yes,7,5,0.9900000000000001
8,No,7,1,0.8823913043478261
7,Yes,4,7,0.8875862068965518
4,No,6,9,0.72
1,Yes,5,4,0.47666666666666674
8,Yes,4,1,0.9356043956043956
4,No,8,6,0.7594520547945206
3,Yes,4,2,0.7858762886597939
9,Yes,7,4,0.9796874999999999
4,No,8,8,0.7504838709677418
4,No,4,0,0.7055172413793104
9,No,9,1,0.97875
2,No,6,4,0.6285714285714287
5,No,5,3,0.6416666666666667
4,No,9,0,0.8027027027027026
9,Yes,8,6,0.9439534883720929
5,Yes,6,8,0.7991566265060241
9,Yes,4,0,0.9118421052631579
9,Yes,9,7,0.9723214285714287
2,Yes,7,8,0.7637142857142858
9,No,7,1,0.9257142857142857
3,No,6,0,0.5253061224489796
4,Yes,7,5,0.8196774193548387
1,No,5,6,0.7452808988764045
1,Yes,6,1,0.5850000000000001
1,No,6,4,0.66
9,Yes,7,4,0.9460000000000001
8,Yes,6,6,0.9274736842105263
5,Yes,4,0,0.6160000000000001
5,No,8,9,0.8703296703296703
9,No,9,7,0.935
3,Yes,8,4,0.5295348837209303
3,No,9,2,0.8146875
7,Yes,7,8,0.8762068965517241
9,Yes,5,2,0.9474193548387096
6,No,5,6,0.8336842105263159
2,Yes,7,9,0.7143037974683544
1,Yes,7,6,0.43043478260869567
2,Yes,6,9,0.7480000000000001
1,No,5,7,0.7246391752577319
9,Yes,8,9,0.9900000000000001
8,Yes,7,7,0.9146739130434782
7,Yes,8,3,0.9075
3,Yes,9,0,0.7597674418604651
8,No,8,3,0.929076923076923
2,Yes,5,5,0.7552577319587629
2,Yes,9,9,0.6788571428571428
3,No,8,5,0.4346341463414634
7,No,6,5,0.8717910447761194
1,No,6,6,0.6722222222222223
8,No,5,0,0.8948076923076922
7,No,6,9,0.903157894736842
4,No,7,0,0.717391304347826
5,Yes,9,6,0.8109574468085107
1,Yes,5,3,0.495
4,No,9,5,0.6663461538461537
1,Yes,8,5,0.7150000000000001
1,No,7,8,0.6285714285714287
1,Yes,5,1,0.7218749999999999
7,No,8,3,0.8880882352941176
7,No,8,3,0.9274736842105263
4,Yes,8,6,0.8196774193548387
2,No,8,0,0.49500000000000005
3,Yes,8,4,0.7358108108108108
8,No,5,3,0.8875862068965518
8,No,6,1,0.9268085106382978
6,Yes,8,4,0.8376923076923076
9,No,7,8,0.8775000000000001
9,Yes,5,7,0.9542168674698797
4,Yes,4,8,0.6537735849056603
1,Yes,6,6,0.6685714285714286
1,Yes,7,9,0.5518032786885246
5,Yes,8,6,0.680625
2,No,5,1,0.7200000000000001
6,No,5,2,0.8145569620253165
7,Yes,8,9,0.8376923076923077
1,No,7,7,0.6835714285714285
6,Yes,5,1,0.6525
8,No,9,6,0.9463235294117648
5,Yes,6,5,0.8516129032258064
7,No,7,9,0.8926229508196722
6,Yes,8,3,0.8775000000000001
4,No,7,3,0.5185714285714286
7,Yes,9,2,0.783134328358209
9,Yes,7,5,0.99
7,No,4,2,0.7658490566037736
5,Yes,8,8,0.7943023255813952
7,Yes,6,3,0.8779245283018867
3,No,8,3,0.7726829268292683
2,No,4,1,0.5544
5,Yes,8,1,0.7218749999999999
4,Yes,8,6,0.8099999999999999
5,Yes,6,4,0.8173255813953487
8,Yes,4,2,0.9303614457831326
4,No,8,5,0.7040000000000001
9,Yes,9,5,0.9900000000000001
7,Yes,8,0,0.85078125
7,No,5,2,0.7559999999999999
8,No,8,4,0.9573626373626374
6,Yes,6,6,0.7883333333333333
8,No,5,3,0.895068493150685
3,No,9,7,0.5833928571428572
1,No,9,2,0.28285714285714286
6,Yes,9,5,0.7542857142857142
1,Yes,4,5,0.6252631578947369
9,Yes,9,8,0.9900000000000001
2,No,7,3,0.7688297872340425
2,Yes,6,6,0.7312500000000001
7,Yes,4,9,0.9029670329670328
2,Yes,5,0,0.6814285714285715
8,No,7,0,0.96525
6,Yes,4,1,0.688695652173913
7,Yes,6,3,0.8376923076923077
7,Yes,5,5,0.8748837209302325
6,Yes,6,3,0.8757692307692307
9,No,6,5,0.9217241379310346
9,Yes,5,1,0.9682417582417582
7,Yes,9,8,0.9261290322580644
9,No,8,2,0.9469565217391304
3,No,6,6,0.7847560975609756
3,No,9,0,0.7477659574468085
1,No,5,7,0.5043396226415094
5,No,6,3,0.7234615384615384
4,Yes,8,4,0.7215254237288136
2,No,5,6,0.5787692307692308
9,No,4,2,0.885
3,No,4,8,0.6806249999999999
8,Yes,9,8,0.804375
6,Yes,4,7,0.8291250000000001
5,Yes,7,0,0.796551724137931
1,No,6,1,0.46588235294117647
4,Yes,6,1,0.6263265306122449
3,No,5,2,0.528
1,No,7,1,0.6785393258426966
5,Yes,6,0,0.8001369863013699
6,Yes,5,4,0.8788775510204081
2,Yes,8,5,0.7397802197802198
3,No,6,6,0.76725
6,Yes,9,9,0.853448275862069
4,Yes,6,6,0.5940000000000001
9,Yes,8,1,0.8692682926829268
5,Yes,8,6,0.7883333333333333
4,Yes,6,1,0.61875
2,No,8,1,0.5219999999999999
6,No,5,5,0.8274626865671643
2,Yes,6,5,0.6765
7,No,6,7,0.7793617021276595
3,No,4,4,0.5253061224489796
9,No,9,4,0.9293877551020409
5,Yes,6,9,0.8342696629213483
8,No,4,0,0.8081632653061225
6,Yes,8,3,0.7424999999999999
8,No,9,0,0.9161194029850745
3,Yes,9,9,0.7385714285714285
3,No,8,4,0.6656896551724139
5,No,5,7,0.78375
3,Yes,4,0,0.4604651162790698
8,Yes,6,2,0.9066315789473685
8,No,4,0,0.7307142857142856
2,Yes,8,5,0.6966666666666665
4,Yes,8,9,0.7182352941176471
1,Yes,5,0,0.5036842105263157
4,Yes,9,9,0.7664516129032257
4,No,9,2,0.6879661016949152
9,Yes,8,4,0.9460000000000001
3,No,4,4,0.7532608695652173
2,No,9,1,0.7323287671232878
9,Yes,6,2,0.9411111111111111
9,Yes,6,8,0.9658536585365854
1,Yes,4,0,0.5595652173913044
6,Yes,5,0,0.78375
8,No,6,1,0.915
3,No,4,7,0.721111111111111
9,Yes,4,5,0.9221917808219179
2,No,8,3,0.7393670886075948
6,Yes,9,6,0.8642857142857143
1,No,8,5,0.70875
7,No,9,8,0.8308928571428571
3,No,5,5,0.7133823529411765
7,Yes,5,1,0.8448
4,Yes,5,2,0.8008988764044943
9,No,4,8,0.8929411764705883
5,Yes,4,6,0.7778571428571429
3,Yes,8,5,0.82125
8,No,6,4,0.845625
6,Yes,9,2,0.853448275862069
2,Yes,9,3,0.7104705882352941
3,No,5,0,0.6988235294117647
8,No,9,4,0.9192857142857144
7,No,7,6,0.7485365853658537
6,No,5,1,0.8270886075949367
1,Yes,9,7,0.36000000000000004
9,Yes,8,9,0.9394897959183673
3,No,9,5,0.7488461538461538
5,No,4,9,0.8303225806451613
7,Yes,8,2,0.8989655172413794
7,Yes,8,1,0.8999999999999999
3,Yes,8,7,0.6717857142857143
4,No,7,3,0.8516129032258064
7,No,7,6,0.87
8,No,9,6,0.9469565217391305
2,No,5,9,0.7615384615384615
9,Yes,9,8,0.9478723404255319
7,No,9,9,0.8425531914893617
8,No,9,7,0.9101612903225805
6,Yes,4,7,0.8505633802816902
6,No,8,6,0.8692682926829268
9,Yes,6,9,0.9554651162790697
4,No,5,4,0.6252631578947367
5,Yes,5,8,0.7842857142857143
9,Yes,8,6,0.9580645161290322
1,Yes,5,2,0.42705882352941177
4,No,8,5,0.6416666666666667
7,No,5,2,0.8717910447761194
9,No,9,5,0.9373404255319149
6,No,4,7,0.8485714285714286
8,No,5,8,0.978876404494382
9,No,5,1,0.9483157894736843
4,Yes,6,5,0.7495714285714286
1,No,4,2,0.6962637362637363
8,No,9,6,0.8250000000000001
2,Yes,4,3,0.505531914893617
1,Yes,4,4,0.6871764705882353
7,No,5,9,0.8363793103448276
9,Yes,7,5,0.935
9,No,5,7,0.99
3,Yes,8,1,0.7323287671232878
6,No,6,3,0.845625
7,Yes,4,3,0.7137209302325581
9,Yes,8,5,0.9475714285714286
2,No,9,3,0.7457142857142857
8,No,8,4,0.8485714285714285
7,Yes,7,4,0.882972972972973
4,Yes,4,7,0.6656896551724139
2,Yes,5,3,0.7364634146341463
8,Yes,4,5,0.9317647058823529
5,No,6,6,0.6263265306122449
6,Yes,4,7,0.7570588235294118
7,Yes,8,8,0.9084705882352941
1,No,8,9,0.6169565217391304
8,No,5,7,0.8895652173913042
4,No,5,3,0.8
9,No,5,3,0.8857894736842105
1,No,9,9,0.6285714285714287
2,No,6,4,0.6692957746478874
6,Yes,9,2,0.78375
1,Yes,9,1,0.7022093023255813
4,Yes,9,1,0.66
8,No,4,8,0.868153846153846
5,No,7,7,0.6128571428571429
9,Yes,4,5,0.9261290322580644
6,Yes,5,8,0.792
1,No,6,4,0.5253061224489796
6,No,9,9,0.8676404494382023
6,Yes,4,0,0.8184
6,Yes,8,7,0.9
8,Yes,9,2,0.9519230769230769
6,Yes,4,8,0.8298529411764706
5,Yes,8,0,0.7971428571428572
2,No,4,2,0.7475510204081632
4,Yes,4,0,0.796304347826087
5,Yes,9,0,0.7615384615384615
4,No,4,5,0.8353125
2,Yes,5,3,0.6853846153846154
7,No,8,9,0.8389830508474577
2,No,6,3,0.38250000000000006
1,Yes,7,4,0.5201694915254238
5,Yes,9,2,0.7471698113207548
1,No,8,1,0.7189285714285714
1,No,5,9,0.4856603773584906
1,No,8,7,0.42127659574468085
6,Yes,6,6,0.8306896551724138
9,Yes,9,9,1.0471153846153847
1,Yes,8,3,0.5814285714285714
5,Yes,5,1,0.6416666666666667
9,Yes,9,8,0.9900000000000001
9,No,5,7,0.891
1,Yes,9,3,0.6167213114754099
8,Yes,7,4,0.8815068493150685
1,No,6,9,0.7341573033707866
8,Yes,7,5,0.9680000000000001
1,Yes,4,3,0.6641772151898734
5,Yes,5,1,0.6364285714285715
8,No,7,4,0.9478723404255319
6,No,5,0,0.7615384615384615
9,Yes,9,6,0.9152830188679245
1,Yes,5,8,0.7246391752577319
9,Yes,4,2,0.891
1,No,5,5,0.4423404255319149
3,No,9,8,0.82125
1,Yes,9,3,0.7161702127659575
3,Yes,7,5,0.7793617021276595
2,Yes,6,2,0.7503157894736842
2,Yes,8,8,0.6839999999999999
9,No,7,6,0.9533333333333333
8,No,4,6,0.9075000000000001
1,Yes,8,3,0.48489795918367345
4,No,5,5,0.7424999999999999
1,No,7,7,0.5878125
1,Yes,8,5,0.7607368421052632
4,Yes,7,5,0.7714285714285714
2,Yes,5,3,0.6167213114754099
3,Yes,9,7,0.8325
9,No,7,9,0.9786206896551723
2,Yes,4,7,0.7137209302325581
4,Yes,8,8,0.8516129032258064
1,Yes,8,5,0.7221176470588235
2,Yes,8,1,0.5065116279069767
5,No,7,3,0.6446511627906977
1,Yes,5,3,0.5882608695652173
7,Yes,7,7,0.8209756097560976
4,No,7,4,0.7570588235294118
6,Yes,9,3,0.8571951219512195
8,Yes,8,7,0.8976000000000001
6,Yes,5,2,0.7755
2,No,6,1,0.73
1,Yes,5,3,0.5445
8,Yes,7,0,0.9444827586206896
8,Yes,4,0,0.7919999999999999
9,No,5,4,0.8979069767441861
6,Yes,8,0,0.71775
1,Yes,4,3,0.5483076923076923
9,Yes,6,7,0.979578947368421
3,No,6,7,0.803
6,No,4,1,0.6760975609756098
9,Yes,6,2,1.0106249999999999
3,Yes,4,2,0.7688297872340425
5,No,7,0,0.8559374999999999
5,Yes,4,2,0.8603571428571428
7,No,7,7,0.8684210526315789
4,No,8,5,0.8420689655172414
4,No,8,4,0.8079310344827586
7,Yes,6,9,0.94875
9,No,9,8,0.9533333333333333
4,No,9,6,0.792
4,Yes,4,5,0.7325999999999999
6,Yes,7,4,0.75796875
6,Yes,8,4,0.8072307692307693
7,No,8,9,0.9695876288659794
1,No,8,8,0.66
3,Yes,6,9,0.7577777777777778
9,No,8,5,0.99
6,Yes,9,3,0.8999999999999999
6,Yes,5,3,0.6835714285714285
5,Yes,6,3,0.818265306122449
3,Yes,4,5,0.71775
5,Yes,5,0,0.7625675675675675
1,No,6,8,0.6785393258426966
3,No,6,1,0.7017721518987342
4,Yes,7,1,0.7140983606557377
5,No,5,4,0.6319148936170212
9,No,5,3,0.9716666666666668
4,Yes,9,2,0.7896428571428572
3,No,5,4,0.4519565217391304
1,No,8,6,0.5974137931034482
6,Yes,9,9,0.9649367088607594
7,No,8,1,0.8799999999999999
8,No,9,5,0.9192857142857144
1,No,4,3,0.37124999999999997
4,No,9,1,0.7896428571428572
5,No,4,0,0.8007352941176471
2,Yes,9,7,0.7450515463917525
1,Yes,4,4,0.47596153846153844
8,Yes,8,9,0.9378947368421053
6,Yes,9,1,0.8420689655172414
5,Yes,7,7,0.7716176470588236
9,No,9,2,0.9776250000000001
2,No,4,6,0.721111111111111
8,Yes,6,1,0.8800000000000001
9,Yes,8,6,0.8775000000000001
1,Yes,7,3,0.6645205479452055
7,No,6,9,0.8117999999999999
8,No,6,0,0.804375
3,No,8,4,0.7328571428571428
4,No,9,3,0.8270886075949367
3,No,5,7,0.730125
7,No,7,0,0.8250000000000001
9,Yes,9,1,0.99
3,No,8,4,0.7753012048192772
6,Yes,5,9,0.8777319587628866
8,Yes,8,9,0.939873417721519
6,No,8,1,0.7071428571428571
2,No,6,0,0.495
7,No,9,5,0.8363793103448276
2,No,8,9,0.7052054794520548
2,No,9,3,0.6553521126760563
2,No,5,4,0.7200000000000001
1,No,6,2,0.504
1,No,5,9,0.6335999999999999
7,Yes,5,5,0.8163157894736841
5,Yes,6,3,0.6911320754716981
3,No,9,5,0.7747826086956522
1,Yes,5,4,0.4346341463414634
6,No,4,1,0.7044230769230768
1,Yes,9,3,0.615
9,Yes,8,1,0.9697959183673469
2,No,6,4,0.7424999999999999
1,No,6,2,0.6962637362637363
7,No,9,5,0.8485714285714285
6,Yes,4,4,0.8344285714285714
6,Yes,4,1,0.7150000000000001
5,No,4,9,0.8250000000000001
4,Yes,4,7,0.6376271186440678
4,No,7,5,0.5850000000000001
3,Yes,6,8,0.5810869565217391
8,No,5,2,0.8684210526315789
7,Yes,6,3,0.9274736842105263
9,No,6,7,0.891
1,No,6,6,0.5856338028169015
7,No,4,7,0.8898876404494382
4,Yes,4,8,0.72
7,No,7,7,0.8986153846153846
1,Yes,9,7,0.6903947368421054
5,No,6,5,0.8485714285714285
3,No,8,1,0.6797014925373135
5,No,9,6,0.8342696629213483
4,Yes,7,3,0.6036585365853658
2,Yes,4,2,0.6040677966101695
4,Yes,6,3,0.5525581395348836
3,No,4,3,0.5901923076923077
1,Yes,9,2,0.6128571428571429
8,No,5,8,0.9217241379310346
5,No,4,2,0.8099999999999999
4,No,4,1,0.8267010309278351
5,No,7,0,0.7894936708860759
4,No,5,0,0.7851724137931034
3,Yes,9,4,0.7778571428571429
5,Yes,8,4,0.8425531914893617
4,No,8,8,0.7570588235294118
1,No,8,3,0.694020618556701
3,Yes,6,4,0.7524
8,No,8,5,0.8934146341463415
7,No,6,9,0.8415
2,No,9,6,0.6078947368421052
1,No,9,8,0.7312500000000001
3,Yes,4,5,0.5897872340425533
5,No,8,0,0.8369072164948453
1,Yes,7,7,0.5316666666666666
3,Yes,9,1,0.76725
3,Yes,5,8,0.61875
5,Yes,5,6,0.8143548387096774
3,No,9,6,0.531219512195122
9,No,4,9,0.924
1,No,5,9,0.6551470588235294
4,Yes,5,4,0.72
4,Yes,4,7,0.7946052631578948
1,Yes,4,9,0.66375
2,No,4,0,0.678082191780822
1,No,7,2,0.5731578947368421
6,No,4,8,0.7944444444444444
3,Yes,4,0,0.5253061224489796
7,Yes,4,7,0.887142857142857
5,No,9,5,0.8788775510204081
9,Yes,8,9,1.013855421686747
7,Yes,9,4,0.8132142857142858
4,No,8,5,0.8283673469387755
5,Yes,7,4,0.6853846153846153
5,Yes,7,8,0.8376923076923076
5,No,5,1,0.85
9,Yes,9,9,0.9672413793103448
3,Yes,8,5,0.7577777777777778
6,Yes,7,3,0.81
8,Yes,7,2,0.9577173913043479
9,No,9,4,0.8451219512195122
7,No,5,1,0.8815068493150685
3,Yes,4,2,0.7354285714285714
1,No,6,6,0.5908064516129032
4,No,5,0,0.5810869565217391
6,No,6,1,0.7714285714285714
3,Yes,5,2,0.715
1,Yes,5,9,0.5435294117647059
6,No,4,6,0.8485714285714285
1,No,7,3,0.4464705882352942
9,No,8,7,1.0070689655172413
1,No,5,7,0.41250000000000003
6,Yes,4,0,0.7677551020408163
1,No,6,4,0.5480357142857143
7,Yes,9,0,0.9010112359550563
3,Yes,9,6,0.8270886075949367
6,Yes,7,3,0.8630769230769232
7,Yes,9,7,0.928125
1,Yes,5,7,0.48489795918367345
1,Yes,6,8,0.5047058823529412
5,Yes,5,5,0.7150000000000001
6,No,9,6,0.8627142857142857
9,Yes,8,6,0.9533333333333335
1,No,9,4,0.5614925373134328
4,No,8,6,0.5755813953488372
8,No,9,8,0.9636
9,No,7,3,0.9794680851063831
3,No,6,1,0.396
2,Yes,8,7,0.7654639175257733
4,Yes,4,6,0.7633734939759037
2,No,7,5,0.7940625
1,No,5,6,0.5967123287671233
3,No,9,2,0.7597674418604651
7,Yes,6,5,0.8485714285714285
1,No,6,9,0.6346153846153847
2,Yes,9,6,0.7200000000000001
1,Yes,4,6,0.6560240963855423
8,No,8,4,0.913
5,Yes,9,2,0.7974999999999999
8,Yes,6,1,0.93
3,Yes,4,6,0.627
7,No,4,3,0.8376923076923077
8,No,5,1,0.931764705882353
6,No,4,7,0.8448
7,No,7,1,0.8325
2,No,6,5,0.67375
8,No,7,3,0.8167500000000001
5,No,4,8,0.8393478260869566
7,No,4,4,0.682
1,Yes,7,3,0.6903947368421054
5,No,5,7,0.6036585365853658
1,Yes,4,2,0.7115624999999999
8,Yes,7,8,0.9577173913043479
4,No,7,7,0.8081632653061225
4,Yes,6,7,0.8081632653061225
2,Yes,5,9,0.49500000000000005
5,No,8,4,0.792
1,Yes,7,0,0.730125
9,No,6,9,0.9680000000000001
5,Yes,8,8,0.8716304347826087
6,Yes,6,1,0.9094186046511628
2,No,6,0,0.5330769230769231
1,Yes,9,5,0.5435294117647059
4,Yes,5,0,0.42750000000000005
7,No,4,9,0.7485365853658537
6,No,5,9,0.8788775510204081
1,Yes,8,9,0.39139534883720933
1,Yes,9,6,0.7576530612244897
8,No,5,6,0.915
4,Yes,4,0,0.8008988764044943
5,No,5,9,0.8393478260869566
7,No,5,4,0.7273469387755102
8,No,5,2,0.8567307692307692
7,Yes,7,1,0.8826506024096386
2,Yes,7,4,0.4104878048780488
4,Yes,5,4,0.7158461538461538
1,No,4,1,0.45833333333333337
9,Yes,4,5,0.9434117647058824
3,No,4,6,0.7631249999999999
3,Yes,4,0,0.6061224489795918
9,No,9,2,0.9575409836065574
3,No,9,3,0.7518987341772151
8,Yes,6,1,0.8971874999999999
2,No,5,9,0.5133333333333334
3,Yes,5,4,0.6282692307692307
2,Yes,6,3,0.6319148936170212
1,Yes,4,1,0.5115
2,Yes,8,0,0.594
8,Yes,8,7,0.9088524590163936
9,No,6,1,0.9550588235294117
2,Yes,8,3,0.6875
7,No,7,9,0.8957142857142857
5,Yes,5,4,0.78
3,No,8,1,0.7518987341772151
9,No,9,9,1.012247191011236
6,Yes,9,8,0.8439344262295083
1,No,7,1,0.6169565217391304
5,Yes,5,5,0.66
7,Yes,7,6,0.9075
4,Yes,5,5,0.7358108108108108
8,No,5,3,0.903157894736842
5,No,8,0,0.8311111111111111
9,No,9,1,0.9225
9,No,6,9,0.9450000000000001
9,Yes,8,9,1.0209375
1,Yes,4,5,0.37400000000000005
2,No,7,7,0.6553521126760563
3,No,4,2,0.505531914893617
4,Yes,5,6,0.8336842105263159
9,No,8,8,1.0026923076923078
6,Yes,4,3,0.8085
1,No,4,6,0.4689473684210526
9,No,9,6,0.9526415094339623
6,No,4,9,0.7516666666666667
4,Yes,9,8,0.8188888888888889
4,Yes,9,2,0.7310769230769231
3,No,5,0,0.7747826086956522
7,No,9,7,0.8945783132530121
3,No,5,3,0.6692957746478874
2,No,9,1,0.7361538461538462
8,No,9,4,0.9161194029850745
4,No,5,3,0.83
8,No,4,0,0.8630769230769232
1,No,7,6,0.6640243902439025
5,Yes,8,3,0.7669014084507043
9,Yes,8,7,0.9328846153846153
1,Yes,5,8,0.49500000000000005
4,Yes,4,7,0.6599999999999999
6,No,7,0,0.8376923076923077
8,Yes,6,7,0.8140000000000001
3,Yes,5,4,0.7582978723404254
5,No,6,0,0.6732
7,Yes,8,8,0.9481690140845072
1,Yes,8,8,0.7017721518987342
7,Yes,7,6,0.872542372881356
8,Yes,7,6,0.92125
8,Yes,6,0,0.8646835443037973
9,No,8,8,0.9478723404255319
6,No,7,0,0.8360000000000001
6,No,7,6,0.8695945945945945
2,Yes,8,8,0.5850000000000001
3,Yes,8,8,0.7224324324324325
4,Yes,4,4,0.7827906976744187
4,No,9,5,0.6350943396226415
8,Yes,7,1,0.924
1,Yes,6,1,0.7252325581395348
4,Yes,5,9,0.7385714285714285
4,Yes,5,8,0.7071428571428572
1,No,8,0,0.5384210526315789
3,No,9,9,0.7594520547945206
5,Yes,6,4,0.6988235294117647
6,No,4,6,0.7379999999999999
9,No,7,9,0.99
9,No,4,5,0.9435937499999999
9,Yes,6,5,0.9357534246575342
1,No,4,5,0.6501492537313432
9,No,8,7,0.9550588235294117
8,Yes,5,6,0.9503999999999999
2,No,8,4,0.5140384615384616
1,No,7,9,0.6364285714285715
1,No,8,1,0.75
6,Yes,6,9,0.8353125
9,Yes,6,5,0.9646153846153847
7,No,7,9,0.8889795918367347
5,Yes,7,4,0.7857142857142857
2,Yes,5,3,0.42075
1,Yes,4,9,0.7102173913043479
2,No,5,4,0.6496875
1,No,8,8,0.6205970149253731
3,Yes,4,1,0.7392000000000001
6,No,7,5,0.8336842105263157
8,Yes,6,8,0.8800000000000001
3,Yes,8,9,0.5795121951219512
